LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment,Pay_delay_mean,Pay_delay_max,Pay_delay_std,Bill_mean,Bill_std,Bill_max,Pays_amts_total,Pays_amts_mean,Utilization_1,Utilization_mean,Risk_score
70000.0,1,2,2,30,1,2,2,0,0,2,65802.0,67369.0,65701.0,66782.0,36137.0,36894.0,3200.0,0.0,3000.0,3000.0,1500.0,0.0,1,1.1666666666666667,2,0.9831920802501751,56447.5,15453.61289472465,67369.0,10700.0,1783.3333333333333,0.9400151426408194,0.8063813374094656,2.779429341485598
250000.0,1,1,2,29,0,0,0,0,0,0,70887.0,67060.0,63561.0,59696.0,56875.0,55512.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,0.0,0,0.0,62265.166666666664,6004.421617996746,70887.0,18000.0,3000.0,0.28354686581253674,0.24905967042798494,0.49811934085596987
50000.0,2,3,3,23,1,2,0,0,0,0,50614.0,29173.0,28116.0,28771.0,29531.0,30211.0,0.0,1500.0,1100.0,1200.0,1300.0,1100.0,0,0.5,2,0.8366600265340756,32736.0,8786.707324134564,50614.0,6200.0,1033.3333333333333,1.012259754804904,0.6547069058618827,1.8094138117237657
20000.0,1,1,2,24,0,0,2,2,2,2,15376.0,18010.0,17428.0,18338.0,17905.0,19104.0,3200.0,0.0,1500.0,0.0,1650.0,0.0,1,1.3333333333333333,2,1.0327955589886446,17693.5,1264.2065891301152,19104.0,6350.0,1058.3333333333333,0.7687615619219039,0.884630768461577,3.102594870256487
320000.0,1,1,1,49,0,0,0,-1,-1,-1,253286.0,246536.0,194663.0,70074.0,5856.0,195599.0,10358.0,10000.0,75940.0,20000.0,195599.0,50000.0,0,-0.5,0,0.5477225575051661,161002.33333333334,100499.35287486516,253286.0,361897.0,60316.166666666664,0.7915162765116359,0.5031307193831687,0.5062614387663373
360000.0,2,1,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.5,1,1.224744871391589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5
180000.0,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.5,1,1.224744871391589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5
130000.0,2,3,2,39,0,0,0,0,0,-1,38358.0,27688.0,24489.0,20616.0,11802.0,930.0,3000.0,1537.0,1000.0,2000.0,930.0,33764.0,0,-0.16666666666666666,0,0.408248290463863,20647.166666666668,13000.086467661155,38358.0,42231.0,7038.5,0.29505926877485555,0.15882313725791855,0.15097960784917044
120000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0.0,632.0,316.0,0.0,1,-1.0,-1,0.0,316.0,199.85594812264156,632.0,1580.0,263.3333333333333,0.0026333113890717576,0.0026333113890717576,-0.9947333772218565
70000.0,2,2,2,26,2,0,0,2,2,2,41087.0,42445.0,45020.0,44006.0,46905.0,46012.0,2007.0,3582.0,0.0,3601.0,0.0,1820.0,1,1.3333333333333333,2,1.0327955589886446,44245.833333333336,2194.01890754539,46905.0,11010.0,1835.0,0.5869487578748875,0.6320743037004234,2.59748194073418
450000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,5512.0,19420.0,1473.0,560.0,0.0,0.0,19428.0,1473.0,560.0,0.0,0.0,1128.0,1,-2.0,-2,0.0,4494.166666666667,7600.219323589726,19420.0,22589.0,3764.8333333333335,0.01224886166919629,0.009987014843670719,-1.9800259703126586
90000.0,1,1,2,23,0,0,0,-1,0,0,4744.0,7070.0,0.0,5398.0,6360.0,8292.0,5757.0,0.0,5398.0,1200.0,2045.0,2000.0,0,-0.16666666666666666,0,0.408248290463863,5310.666666666667,2885.01720387707,8292.0,16400.0,2733.3333333333335,0.052710525438606236,0.059006751776832116,-0.04865316311300242
50000.0,1,3,2,23,0,0,0,0,0,0,47620.0,41810.0,36023.0,28967.0,29829.0,30046.0,1973.0,1426.0,1001.0,1432.0,1062.0,997.0,0,0.0,0,0.0,35715.833333333336,7632.705560066277,47620.0,7891.0,1315.1666666666667,0.9523809523809523,0.7143023806190544,1.4286047612381088
60000.0,1,1,2,27,1,-2,-1,-1,-1,-1,-109.0,-425.0,259.0,-57.0,127.0,-189.0,0.0,1000.0,0.0,500.0,0.0,1000.0,1,-0.8333333333333334,1,0.983192080250175,-65.66666666666667,240.33864996430904,259.0,2500.0,416.6666666666667,-0.00181663638939351,-0.001094426204007711,-0.8355221857413487
50000.0,2,3,2,30,0,0,0,0,0,0,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,0,0.0,0,0.0,18711.333333333332,2247.160756747649,22541.0,7112.0,1185.3333333333333,0.4508109837803244,0.374219182283021,0.748438364566042
50000.0,2,3,1,47,-1,-1,-1,-1,-1,-1,650.0,3415.0,3416.0,2040.0,30430.0,257.0,3415.0,3421.0,2044.0,30430.0,257.0,0.0,0,-1.0,-1,0.0,6701.333333333333,11700.590748618919,30430.0,39567.0,6594.5,0.012999740005199895,0.13402398618694292,-0.7319520276261142
50000.0,1,1,2,26,0,0,0,0,0,0,15329.0,16575.0,17496.0,17907.0,18375.0,11400.0,1500.0,1500.0,1000.0,1000.0,1600.0,0.0,0,0.0,0,0.0,16180.333333333334,2579.187288016647,18375.0,6600.0,1100.0,0.3065738685226295,0.3236001946627734,0.6472003893255468
230000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,17270.0,13281.0,15339.0,14307.0,37292.0,0.0,0,-1.0,-1,0.0,18957.666666666668,8922.787045910412,36923.0,97489.0,16248.166666666666,0.07237359837565924,0.08242427931472762,-0.8351514413705448
50000.0,1,2,2,33,2,0,0,0,0,0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1,0.3333333333333333,2,0.816496580927726,25311.5,3732.203196504713,30518.0,6934.0,1155.6666666666667,0.6103477930441391,0.5062198756024879,1.3457730845383091
100000.0,1,1,2,32,0,0,0,0,0,0,93036.0,84071.0,82880.0,80958.0,78703.0,75589.0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0,0.0,0,0.0,82539.5,5969.376340958911,93036.0,18744.0,3124.0,0.930350696493035,0.8253867461325387,1.6507734922650774
500000.0,2,2,1,54,-2,-2,-2,-2,-2,-2,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0,-2.0,-2,0.0,20957.333333333332,25528.286387195418,71439.0,158502.0,26417.0,0.021857956284087432,0.04191458283750099,-1.9161708343249981
500000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,13709.0,5006.0,31130.0,3180.0,0.0,5293.0,5006.0,31178.0,3180.0,0.0,5293.0,768.0,0,-2.0,-2,0.0,9719.666666666666,11431.275915953856,31130.0,45425.0,7570.833333333333,0.027417945164109673,0.019439294454744422,-1.9611214110905113
160000.0,1,1,2,30,-1,-1,-2,-2,-2,-1,30265.0,-131.0,-527.0,-923.0,-1488.0,-1884.0,131.0,396.0,396.0,565.0,792.0,0.0,0,-1.5,-1,0.5477225575051661,4218.666666666667,12775.740709120028,30265.0,2280.0,380.0,0.18915506778082636,0.026366501876029944,-1.44726699624794
280000.0,1,2,1,40,0,0,0,0,0,0,186503.0,181328.0,180422.0,170410.0,173901.0,177413.0,8026.0,8060.0,6300.0,6400.0,6400.0,6737.0,0,0.0,0,0.0,178329.5,5715.692880132731,186503.0,41923.0,6987.166666666667,0.6660797640008429,0.6368887968257256,1.2737775936514513
60000.0,2,2,2,22,0,0,0,0,0,-1,15054.0,9806.0,11068.0,6026.0,-28335.0,18660.0,1500.0,1518.0,2043.0,0.0,47671.0,617.0,0,-0.16666666666666666,0,0.408248290463863,5379.833333333333,17082.189770830515,18660.0,53349.0,8891.5,0.2508958184030266,0.08966239451564696,0.012658122364627267
50000.0,1,1,2,25,1,-1,-1,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1,-1.1666666666666667,1,1.1690451944500122,130.0,318.43366656181314,780.0,780.0,130.0,0.0,0.0025999480010399792,-1.161466770664587
280000.0,1,1,2,31,-1,-1,2,-1,0,-1,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0,-0.3333333333333333,2,1.2110601416389968,8607.166666666666,5867.0824578035945,17976.0,37357.0,6226.166666666667,0.001778565076553298,0.030739771167483925,-0.27185379099836543
360000.0,1,1,2,33,0,0,0,0,0,0,218668.0,221296.0,206895.0,628699.0,195969.0,179224.0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0,0.0,0,0.0,275125.1666666667,173906.60401654293,628699.0,243840.0,40640.0,0.6074094238627115,0.7642344512005985,1.528468902401197
70000.0,2,1,2,25,0,0,0,0,0,0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0,0.0,0,0.0,65476.0,1600.6006372609002,67521.0,19342.0,3223.6666666666665,0.9645719346866474,0.9353580663133384,1.8707161326266768
10000.0,1,2,2,22,0,0,0,0,0,0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0,0.0,0,0.0,3793.5,1372.6774930769427,6003.0,7227.0,1204.5,0.18768123187681232,0.3793120687931207,0.7586241375862414
140000.0,2,2,1,37,0,0,0,0,0,0,59504.0,61544.0,62925.0,64280.0,67079.0,69802.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0,0.0,0,0.0,64189.0,3752.5750092436524,69802.0,20000.0,3333.3333333333335,0.42502553553188904,0.4584895822172699,0.9169791644345398
40000.0,2,1,2,30,0,0,0,2,0,0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0,0.3333333333333333,2,0.816496580927726,24530.833333333332,3754.2210066359526,29197.0,13000.0,2166.6666666666665,0.47316317092072696,0.6132555019457847,1.5598443372249027
210000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
20000.0,2,1,2,22,0,0,2,-1,0,0,14028.0,16484.0,15800.0,16341.0,16675.0,0.0,3000.0,0.0,16741.0,334.0,0.0,0.0,1,0.16666666666666666,2,0.983192080250175,13221.333333333334,6548.419890833717,16675.0,20075.0,3345.8333333333335,0.7013649317534123,0.6610336149859174,1.4887338966385015
150000.0,2,4,2,46,0,0,-1,0,0,-2,4463.0,3034.0,1170.0,1170.0,0.0,0.0,1013.0,1170.0,0.0,0.0,0.0,0.0,1,-0.5,0,0.8366600265340756,1639.5,1773.8976013287802,4463.0,2183.0,363.8333333333333,0.02975313497910014,0.010929927133819108,-0.47814014573236174
380000.0,1,2,2,32,-1,-1,-1,-1,-1,-1,22401.0,21540.0,15134.0,32018.0,11849.0,11873.0,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0,-1.0,-1,0.0,19135.833333333332,7800.678263245233,32018.0,93332.0,15555.333333333334,0.058949844868829294,0.050357323621078184,-0.8992853527578437
20000.0,1,1,2,24,0,0,0,0,0,0,17447.0,18479.0,19476.0,19865.0,20480.0,20063.0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0,0.0,0,0.0,19301.666666666668,1134.2313109179568,20480.0,6246.0,1041.0,0.8723063846807659,0.9650350815792544,1.9300701631585089
70000.0,1,3,2,42,1,2,2,2,2,0,37042.0,36171.0,38355.0,39423.0,38659.0,39362.0,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1,1.5,2,0.8366600265340756,38168.666666666664,1306.3378838059725,39423.0,8100.0,1350.0,0.5291638690875845,0.5452588772541345,2.5905177545082694
100000.0,2,3,3,43,0,0,0,0,0,0,61559.0,51163.0,43824.0,39619.0,35762.0,33258.0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0,0.0,0,0.0,44197.5,10600.682595946357,61559.0,9606.0,1601.0,0.6155838441615584,0.44197058029419706,0.8839411605883941
310000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,13465.0,7867.0,7600.0,11185.0,3544.0,464.0,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0,-2.0,-2,0.0,7354.166666666667,4781.898510703324,13465.0,30668.0,5111.333333333333,0.043435343756955624,0.023723041753628753,-1.9525539164927426
180000.0,2,1,2,25,1,2,0,0,0,0,41402.0,41742.0,42758.0,43510.0,44420.0,45319.0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0,0.5,2,0.8366600265340756,43191.833333333336,1525.0044480809445,45319.0,10246.0,1707.6666666666667,0.230009833278704,0.2399532965557599,0.9799065931115198
150000.0,2,1,2,29,2,0,0,0,0,0,46224.0,34993.0,31434.0,26518.0,21042.0,16540.0,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0,0.3333333333333333,2,0.816496580927726,29458.5,10601.763395775251,46224.0,12867.0,2144.5,0.3081579456136959,0.19638869074206172,0.7261107148174568
500000.0,2,1,1,45,-2,-2,-2,-2,-2,-2,1905.0,3640.0,162.0,0.0,151.0,2530.0,3640.0,162.0,0.0,151.0,2530.0,0.0,0,-2.0,-2,0.0,1398.0,1523.295506459597,3640.0,6483.0,1080.5,0.00380999238001524,0.002795994408011184,-1.9944080111839777
180000.0,2,3,1,34,0,0,0,-1,-1,-1,16386.0,15793.0,8441.0,7142.0,-679.0,8321.0,8500.0,1500.0,7500.0,679.0,9000.0,2000.0,0,-0.5,0,0.5477225575051661,9234.0,6297.269821120896,16386.0,29179.0,4863.166666666667,0.09103282759540225,0.051299715001583326,-0.3974005699968334
180000.0,2,2,1,34,0,0,0,0,0,0,175886.0,173440.0,172308.0,168608.0,132202.0,129918.0,8083.0,7296.0,5253.0,4814.0,4816.0,3800.0,0,0.0,0,0.0,158727.0,21570.885368941166,175886.0,34062.0,5677.0,0.9771390158943561,0.8818117677124016,1.763623535424803
200000.0,2,1,2,34,-1,3,2,2,2,2,1587.0,1098.0,782.0,1166.0,700.0,1414.0,0.0,0.0,700.0,0.0,1200.0,0.0,0,1.6666666666666667,3,1.3662601021279464,1124.5,345.7303862838787,1587.0,1900.0,316.6666666666667,0.007934960325198375,0.005622471887640562,1.6779116104419478
400000.0,2,2,1,29,0,0,0,0,0,0,400134.0,398857.0,404205.0,360199.0,356656.0,364089.0,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0,0.0,0,0.0,380690.0,22512.981535105475,404205.0,109029.0,18171.5,1.000332499168752,0.9517226206934483,1.9034452413868965
500000.0,2,3,1,28,0,0,0,0,0,0,22848.0,23638.0,18878.0,14937.0,13827.0,15571.0,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1,0.0,0,0.0,18283.166666666668,4201.8060600968565,23638.0,8816.0,1469.3333333333333,0.04569590860818278,0.03656626020081293,0.07313252040162586
70000.0,1,2,1,39,0,0,0,0,0,-1,70800.0,72060.0,69938.0,16518.0,14096.0,830.0,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0,-0.16666666666666666,0,0.408248290463863,40707.0,33545.428272716985,72060.0,12120.0,2020.0,1.0114141226553905,0.5815202639962286,0.9963738613257905
50000.0,1,1,2,29,2,2,2,2,2,2,24987.0,24300.0,26591.0,25865.0,27667.0,28264.0,0.0,2700.0,0.0,2225.0,1200.0,0.0,1,2.0,2,0.0,26279.0,1531.092028586133,28264.0,6125.0,1020.8333333333334,0.499730005399892,0.5255694886102278,3.0511389772204556
50000.0,2,2,1,46,0,0,0,-2,-2,-2,28718.0,29166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1,-1.0,0,1.0954451150103321,9647.333333333334,14946.255968190382,29166.0,1000.0,166.66666666666666,0.5743485130297394,0.19294280781051046,-0.6141143843789791
130000.0,2,2,1,51,-1,-1,-2,-2,-1,-1,99.0,0.0,0.0,0.0,2353.0,0.0,0.0,0.0,0.0,2353.0,0.0,0.0,0,-1.3333333333333333,-1,0.5163977794943223,408.6666666666667,953.3477155092294,2353.0,2353.0,392.1666666666667,0.000761532603595357,0.0031435655623161876,-1.3270462022087008
200000.0,1,1,1,57,-2,-2,-2,-1,2,2,152519.0,148751.0,144076.0,8174.0,8198.0,7918.0,0.0,0.0,8222.0,300.0,0.0,1000.0,1,-0.5,2,1.9748417658131499,78272.66666666667,76920.54765709008,152519.0,9522.0,1587.0,0.7625911870440648,0.3913613765264507,0.2827227530529014
10000.0,1,2,1,56,2,2,2,0,0,0,2097.0,4193.0,3978.0,4062.0,4196.0,4326.0,2300.0,0.0,150.0,200.0,200.0,160.0,1,1.0,2,1.0954451150103321,3808.6666666666665,847.1159700222081,4326.0,3010.0,501.6666666666667,0.2096790320967903,0.3808285838082858,1.7616571676165718
210000.0,2,1,2,30,2,-1,-1,-1,-1,-1,300.0,300.0,1159.0,2280.0,300.0,4250.0,300.0,1159.0,2280.0,300.0,4250.0,909.0,0,-0.5,2,1.224744871391589,1431.5,1586.1290931068631,4250.0,9198.0,1533.0,0.0014285646258827339,0.006816634206503779,-0.4863667315869924
130000.0,2,3,2,29,1,-2,-2,-1,2,-1,-190.0,-9850.0,-9850.0,10311.0,10161.0,7319.0,0.0,0.0,20161.0,0.0,7319.0,13899.0,0,-0.5,2,1.6431676725154984,1316.8333333333333,9453.118034102117,10311.0,41379.0,6896.5,-0.0014615272190213922,0.010129409260954403,-0.4797411814780912
20000.0,1,4,2,22,2,0,0,0,0,0,18565.0,17204.0,17285.0,18085.0,11205.0,5982.0,0.0,1200.0,1000.0,500.0,1000.0,0.0,0,0.3333333333333333,2,0.816496580927726,14721.0,5051.031459019039,18565.0,3700.0,616.6666666666666,0.928203589820509,0.736013199340033,1.8053597320133992
80000.0,1,1,2,31,-1,-1,-1,-1,-1,-1,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,0,-1.0,-1,0.0,390.0,246.6576574931336,780.0,1950.0,325.0,0.009749878126523418,0.004874939063261709,-0.9902501218734765
320000.0,1,2,2,29,2,2,2,2,2,2,58267.0,59246.0,60184.0,58622.0,62307.0,63526.0,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1,2.0,2,0.0,60358.666666666664,2120.736633027936,63526.0,13800.0,2300.0,0.18208380598810628,0.18862024389507115,2.377240487790142
200000.0,2,2,1,32,-1,-1,-1,-1,2,-1,9076.0,5787.0,-684.0,5247.0,3848.0,3151.0,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0,-0.5,2,1.224744871391589,4404.166666666667,3231.6500687213443,9076.0,19512.0,3252.0,0.045379773101134495,0.022020723229717185,-0.4559585535405656
290000.0,2,1,2,37,1,-2,-1,-1,-1,-1,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,0,-0.8333333333333334,1,0.983192080250175,919.0,1445.789749583251,3155.0,5514.0,919.0,0.0,0.003168954589811759,-0.8269954241537097
340000.0,1,1,2,32,-1,-1,-1,-1,-1,-1,3048.0,5550.0,23337.0,4291.0,80153.0,25820.0,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0,-1.0,-1,0.0,23699.833333333332,29408.176627711327,80153.0,141997.0,23666.166666666668,0.008964679515648484,0.06970518714160644,-0.8605896257167871
20000.0,1,2,2,24,0,0,2,0,0,0,14619.0,17216.0,16642.0,16976.0,17332.0,18543.0,2850.0,0.0,610.0,630.0,1500.0,0.0,0,0.3333333333333333,2,0.816496580927726,16888.0,1285.329996537854,18543.0,5590.0,931.6666666666666,0.7309134543272836,0.8443577821108944,2.022048897555122
50000.0,1,3,2,25,-1,0,0,0,0,0,42838.0,37225.0,36087.0,9636.0,9590.0,10030.0,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0,-0.16666666666666666,0,0.408248290463863,24234.333333333332,16029.163804349453,42838.0,6358.0,1059.6666666666667,0.8567428651426972,0.4846769731272041,0.8026872795877416
300000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0,-1.0,-1,0.0,291.0,0.0,291.0,1746.0,291.0,0.0009699967666774444,0.0009699967666774444,-0.9980600064666452
30000.0,2,2,2,22,0,0,0,0,0,0,28387.0,29612.0,30326.0,28004.0,26446.0,6411.0,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1,0.0,0,0.0,24864.333333333332,9139.628103301942,30326.0,8411.0,1401.8333333333333,0.9462017932735576,0.8287834849949446,1.6575669699898892
240000.0,2,2,2,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.5,1,1.224744871391589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5
470000.0,2,3,3,33,0,0,0,0,0,0,165254.0,157784.0,162702.0,69923.0,29271.0,29889.0,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0,0.0,0,0.0,102470.5,66805.33728004074,165254.0,21926.0,3654.3333333333335,0.35160350722658035,0.21802187654919883,0.43604375309839766
360000.0,2,1,2,26,0,0,0,0,0,-1,23411.0,27796.0,30400.0,33100.0,180000.0,196.0,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0,-0.16666666666666666,0,0.408248290463863,49150.5,65185.69022645998,180000.0,161355.0,26892.5,0.06503037491562523,0.13652878742003494,0.10639090817340321
60000.0,1,3,2,30,0,0,0,0,0,0,26324.0,27471.0,28108.0,21993.0,19899.0,19771.0,1576.0,1213.0,648.0,768.0,1140.0,0.0,1,0.0,0,0.0,23927.666666666668,3821.6169178329046,28108.0,5345.0,890.8333333333334,0.43872602123297944,0.3987877979811448,0.7975755959622896
400000.0,2,2,1,44,0,0,2,0,0,0,131595.0,139060.0,126819.0,104430.0,104990.0,94058.0,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0,0.3333333333333333,2,0.816496580927726,116825.33333333333,18024.80346263633,139060.0,22753.0,3792.1666666666665,0.3289866775333062,0.29206260317682536,0.9174585396869841
50000.0,2,3,2,49,0,0,0,0,0,0,48909.0,47863.0,21489.0,20414.0,19342.0,19482.0,1676.0,1302.0,700.0,699.0,849.0,826.0,0,0.0,0,0.0,29583.166666666668,14588.655557201515,48909.0,6052.0,1008.6666666666666,0.9781604367912642,0.5916515003033272,1.1833030006066545
